Farmácia,Nome,Marca,GTIN,Codigo,Sub_categoria,Preco_unitario,Preco_com_desconto,Preco_pix,Desconto,Desconto_com_pix,Link,Desconto_percentual,Desconto_pix_percentual
Farmaponte,"Solução Oftalmica Timoptol-Xe 0,5  Mundipharma 5ml",None,7898586631397,Cód: 69116,Antiglaucomatoso,,77.15,77.15,,,https://www.farmaponte.com.br/timoptol-xe-05-5ml/p,,-7
Farmaponte,Viverdal 3mg 30 Comprimidos Revestidos,None,7896006227601,Cód: 1006649,Psicotropico,,29.21,29.21,,,https://www.farmaponte.com.br/viverdal-3mg-30cpr-rev/p,,-17
Farmaponte,"Pisa Dicloridrato De Pramipexol 0,750mg 30 Comprimidos",None,7891317134006,Cód: 1028018,Psicotropico,,154.39,154.39,,,https://www.farmaponte.com.br/pisa-0750mg-30cpr/p,,-16
Farmaponte,Eudok 15mg 30 Comprimidos,None,7896006215943,Cód: 1029575,Psicotropico,,83.12,83.12,,,https://www.farmaponte.com.br/eudok-15mg-30cpr/p,,-12
Farmaponte,"Clonazepam 0,5mg Medley 60 Comprimidos",None,7896422515016,Cód: 1023584,Psicotropico,,17.02,17.02,,,https://www.farmaponte.com.br/clonazepam-05mg-60cpr-mdl/p,,-10
Farmaponte,"Cloridrato De Ondansetrona 4mg Neo Quimica, Caixa Com 30 Comprimidos Orodispersiveis",None,7896714292465,Cód: 1045586,Antiemetico,,51.96,51.96,,,https://www.farmaponte.com.br/cloridrato-de-ondansetrona-4mg-neo-quimica-caixa-com-30-comprimidos-orodispersiveis/p,,-34
Farmaponte,"Tobracort 3,5g Pomada Genom",None,7896006290537,Cód: 1000113,Antibiotico,,38.96,38.96,,,https://www.farmaponte.com.br/tobracort-pomada-oftalmica-bisnaga-com-35gr/p,,-12
Farmaponte,Fostair Spray 200 6mcg Com 120 Doses,Chiesi,7896672203428,Cód: 1041864,Descongestionante Nasal,,236.85,236.85,,,https://www.farmaponte.com.br/fostair-2006mcg-sol-aero-120doses/p,,-7
Farmaponte,"Cilostazol Ems 100mg, Caixa Com 60 Comprimidos",None,7896004761305,Cód: 1048306,Vasodilatador Periferico,,43.32,43.32,,,https://www.farmaponte.com.br/cilostazol-ems-100mg-caixa-com-60-comprimidos/p,,-25
Farmaponte,Prebictal 75mg 30 Cápsulas Duras,Zodiac,7892953208298,Cód: 1044913,Psicotropico,,86.42,86.42,,,https://www.farmaponte.com.br/prebictal-75mg-com-30-capsulas/p,,-17
Farmaponte,Mefex 500mg 10 Comprimidos Revestidos,None,7896658034398,Cód: 1038496,Antibiotico,,113.96,113.96,,,https://www.farmaponte.com.br/mefex-500mg-10cpr/p,,-20
Farmaponte,Sulfadiazina De Prata 10mg G Prati Donaduzzi Bisnaga 50g Uso Dermatológico,Prati-Donaduzzi,7898148293742,Cód: 1023220,Antibiotico,,35.04,35.04,,,https://www.farmaponte.com.br/sulfadiazina-prata-50gr-pra/p,,-20
Farmaponte,Cilostazol 100mg Genérico Ems 30 Comprimidos,None,7896004761299,Cód: 1048399,Vasodilatador Periferico,,28.83,28.83,,,https://www.farmaponte.com.br/cilostazol-ems-100mg-caixa-com-30-comprimidos/p,,-29
Farmaponte,Etira Levetiracetam 500mg 60 Comprimidos,None,7896658039027,Cód: 1043350,Psicotropico,,168.88,168.88,,,https://www.farmaponte.com.br/etira-500mg-com-60-comprimidos-revestidos/p,,-18
Farmaponte,"Olanzapina Neo Química 10mg, Caixa Com 30 Comprimidos",None,7896714240442,Cód: 1047781,Psicotropico,,67.71,67.71,,,https://www.farmaponte.com.br/olanzapina-10mg-neo-quimica-caixa-com-30-comprimidos-revestidos/p,,-54
Farmaponte,Maxapran 20 Mg 60 Comprimidos Revestidos,None,7896181925170,Cód: 1031650,Psicotropico,,119.04,119.04,,,https://www.farmaponte.com.br/maxapran-20mg-com-60-comprimidos-revestidos/p,,-24
Farmaponte,"Cloridrato De Ondansetrona 8mg Althaia, Caixa Com 10 Comprimidos Revestidos",None,7898687731736,Cód: 1043780,Antiemetico,,34.96,34.96,,,https://www.farmaponte.com.br/cloridrato-de-ondansetrona-8mg-althaia-caixa-com-10-comprimidos-revestidos/p,,-15
Farmaponte,Olmecor 20 Mg 60 Comprimidos,None,8902220115569,Cód: 1029086,Anti-hipertensivos,,81.51,81.51,,,https://www.farmaponte.com.br/olmecor-20mg-60-comprimidos-revestidos/p,,-22
Farmaponte,Isotretinoína 10mg 30 Cápsulas Nova Química Genérico,None,7895296043021,Cód: 1026314,Psicotropico,,67.12,67.12,,,https://www.farmaponte.com.br/isotretinoina-nova-quimica-10mg-caixa-com-30-capsulas/p,,-39
Farmaponte,"Spiolto Brometo De Tiotropio Monoidratado 2,5mcg + Cloridrato De Olodaterol 2,5mg Solução 4ml + 60 Acionamentos",None,7896026306799,Cód: 1041104,Antiasmático,,369.45,369.45,,,https://www.farmaponte.com.br/spiolto-1-frasco-com-4ml-de-solucao-60-acionamentos-inalador-respimat/p,,-7
Farmaponte,"Selozok 50mg, Caixa Com 60 Comprimidos Desodalinarimidos De Liberacao Controlada",None,7896206406738,Cód: 1013060,Anti-hipertensivos,,143.36,143.36,,,https://www.farmaponte.com.br/selozok-50mg-60cpr/p,,-16
Farmaponte,"Pregabalina 75mg Teuto, Caixa Com 30 Capsulas",None,7896112172130,Cód: 1042998,Psicotropico,,46.72,46.72,,,https://www.farmaponte.com.br/pregabalina-75mg-teuto-caixa-com-30-capsulas/p,,-49
Farmaponte,"Cabergolina 0,5mg 2 Comprimidos Genérico Germed",None,7896004747453,Cód: 1045599,Tratamento De Distúrbios Hormonais,,49.73,49.73,,,https://www.farmaponte.com.br/cabergolina-050mg-germed-caixa-com-2-comprimidos/p,,-44
Farmaponte,Neupro 6mg 28 Adesivos Ucb 24h,None,4030729003545,Cód: 1028963,Psicotropico,,607.15,607.15,,,https://www.farmaponte.com.br/zz-neupro-6mg-24h-28env/p,,-7
Farmaponte,Aceclofenaco 100mg 12 Comprimidos Genérico,None,7896004722146,Cód: 1008646,Reumatismo,,35.1,35.1,,,https://www.farmaponte.com.br/aceclofenaco-100mg-12-comprimidos-revestidos-germed/p,,-25
Farmaponte,"Cloridrato De Sertralina Ems 50mg, Caixa Com 30",None,7896004759845,Cód: 1047746,Psicotropico,,48.76,48.76,,,https://www.farmaponte.com.br/cloridrato-de-sertralina-ems-50mg-caixa-com-30/p,,-49
Farmaponte,Esc Odt 15mg Com 30 Comprimidos,None,7891317011468,Cód: 1042530,Psicotropico,,115.74,115.74,,,https://www.farmaponte.com.br/esc-odt-15mg-com-30-comprimidos/p,,-27
Farmaponte,Oleptal Oxcarbazepina 600mg 60 Comprimidos,None,8903855089195,Cód: 1048902,Psicotropico,,244.49,244.49,,,https://www.farmaponte.com.br/oleptal-600mg-com-60-comprimidos/p,,-22
Farmaponte,Oleptal Oxcarbazepina 300mg 60 Comprimidos,None,8903855089188,Cód: 1048904,Psicotropico,,117.56,117.56,,,https://www.farmaponte.com.br/oleptal-600mg-com-60-comprimidos-1048904/p,,-27
Farmaponte,Esomeprazol Magnésio 20mg Genérico Germed 28 Comprimidos Revestidos,None,7896004742083,Cód: 1025186,Antiulceroso,,47.44,47.44,,,https://www.farmaponte.com.br/esomeprazol-magnesico-20mg-28-comprimidos-revestidos-germed/p,,-69
Farmaponte,Atenolol 100mg + Clortalidona 25mg 30 Comprimidos Ems Genérico,None,7896004709147,Cód: 805374,Anti-hipertensivos,,34.3,34.3,,,https://www.farmaponte.com.br/atenolol-clortalidona-100-25mg-germed-30-comprimidos/p,,-39
Farmaponte,"Tartarato De Brimonidina 2mg Ml E.M.S., Caixa Com 1 Frasco Gotejador Com 5ml De Solucao De Uso Oftalmico",None,7896004726854,Cód: 1044304,Antiglaucomatoso,,53.05,53.05,,,https://www.farmaponte.com.br/tartarato-de-brimonidina-2mg-ml-ems-caixa-com-1-frasco-gotejador-com-5ml-de-solucao-de-uso-oftalmico/p,,-29
Farmaponte,Osteotrat Risedronato Sódico 35mg 12 Comprimidos,None,7896658038556,Cód: 1042350,Manutenção Óssea,,217.13,217.13,,,https://www.farmaponte.com.br/osteotrat-35mg-com-12-comprimidos/p,,-7
Farmaponte,"Tamsulon Cloridrato De Tansulosina 0,4mg 30 Cápsulas",None,7892953002186,Cód: 693162,Antiespamódico Urinário,,273.21,273.21,,,https://www.farmaponte.com.br/tamsulon-04-mg-com-30-capsulas/p,,-7
Farmaponte,Cloridrato De Donepezila 5mg 30 Comprimidos,None,7896714274034,Cód: 1043193,Psicotropico,,72.0,72.0,,,https://www.farmaponte.com.br/cloridrato-de-donepezila-5mg-30-comprimidos/p,,-59
Farmaponte,Acertanlo 14mg + 10mg Com 30 Comprimidos,None,7898029550353,Cód: 1030972,Anti-hipertensivos,,143.79,143.79,,,https://www.farmaponte.com.br/acertanlo-14mg-10mg-30-comprimidos/p,,-7
Farmaponte,Anestalcon Colírio 5ml C1,None,7896548197158,Cód: 1001960,Psicotropico,,11.58,11.58,,,https://www.farmaponte.com.br/anestalcon-colirio-5ml-c1/p,,-11
Farmaponte,Dienogeste 2mg 30 Comprimidos,None,7896004782249,Cód: 1044669,Tratamento De Distúrbios Hormonais,,56.32,56.32,,,https://www.farmaponte.com.br/dienogeste-2mg-30-comprimidos/p,,-25
Farmaponte,Fosfato Sódico De Prednisolona 3mg Ml Solução Oral 60ml Aché Biosintética Genérico,None,7896006201779,Cód: 1044156,Anti Histaminico E Antialergico Topico,,19.87,19.87,,,https://www.farmaponte.com.br/fosfato-sodico-de-prednisolona-3mg-ml-solucao-oral-60ml-ache-biosintetica-generico/p,,-15
Farmaponte,Paracetamol 500mg + Fosfato De Codeína 30mg Genérico 36 Comprimidos,None,7896004783864,Cód: 1045605,Psicotropico,,50.41,50.41,,,https://www.farmaponte.com.br/paracetamol-500mg-fosfato-de-codeina-30mg-generico-36-comprimidos/p,,-10
Farmaponte,Donepezila 10mg + Memantina 20mg 30 Comprimidos,None,7896004781310,Cód: 1048309,Psicotropico,,94.0,94.0,,,https://www.farmaponte.com.br/donepezila-10mg-memantina-20mg-30-comprimidos/p,,-29
Farmaponte,"Cloridrato De Donepezila + Cloridrato De Memantina Neo Química 10mg + 20mg, Caixa Com 30 Comprimidos Revestidos",None,7896714292359,Cód: 1048054,Psicotropico,,112.89,112.89,,,https://www.farmaponte.com.br/cloridrato-de-donepezila-cloridrato-de-memantina-neo-quimica-10mg-20mg-caixa-com-30-comprimidos-revestidos/p,,-10
Farmaponte,Aripiprazol 15mg 30 Comprimidos Ems Genérico,None,7896004747637,Cód: 1048310,Antidepressivo,,229.11,229.11,,,https://www.farmaponte.com.br/aripiprazol-15mg-30-comprimidos-ems-generico/p,,-44
Farmaponte,"Acetato De Ciproterona 2mg + Etinilestradiol 0,035mg Merck 21 Comprimidos Genérico",None,7891721029424,Cód: 1048083,Antiacneico,,17.6,17.6,,,https://www.farmaponte.com.br/acetato-de-ciproterona-2mg-etinilestradiol-0035mg-merck-21-comprimidos-generico/p,,-20
Farmaponte,Lacotem 50mg 30 Comprimidos,None,7892953208809,Cód: 1048219,Psicotropico,,92.59,92.59,,,https://www.farmaponte.com.br/lacotem-50mg-30-comprimidos/p,,-7
Farmaponte,Cicloplégico  C1  1  Solução Frasco Com 5ml,None,7897316801277,Cód: 1003302,Psicotropico,,11.97,11.97,,,https://www.farmaponte.com.br/cicloplegico-c1-1-solucao-frasco-com-5ml/p,,-14
Farmaponte,Esc Odt 20mg Com 30 Comprimidos,None,7891317011475,Cód: 1042531,Psicotropico,,149.5,149.5,,,https://www.farmaponte.com.br/esc-odt-20mg-com-30-comprimidos/p,,-26
Farmaponte,Ária 10mg - 30 Comprimidos Revestidos,None,7891317014001,Cód: 1032459,Antiasmático,,59.73,59.73,,,https://www.farmaponte.com.br/aria-10mg-30-comprimidos-revestidos/p,,-20
Farmaponte,Clor Ondansetrona 4mg 10 Comprimidos Medley Genérico,None,7891058001964,Cód: 1048477,Antiemetico,,24.05,24.05,,,https://www.farmaponte.com.br/clor-ondansetrona-4mg-10-comprimidos-medley-generico/p,,-5
Farmaponte,Quetros Quetiapina 100mg 60 Comprimidos,None,7896658039997,Cód: 1047982,Psicotropico,,186.8,186.8,,,https://www.farmaponte.com.br/quetros-quetiapina-100mg-60-comprimidos/p,,-24
Farmaponte,Inativo,None,,Cód: 1040842,Vitaminas & Minerais,,98.51,98.51,,,https://www.farmaponte.com.br/addera-cal-1000ui-com-30-comprimidos-revestidos/p,,-5
Farmaponte,Plenance 20mg 30 Comprimidos Revestidos,None,7896094206137,Cód: 1010567,Redutor De Colesterol Antihipertensivo,,132.3,132.3,,,https://www.farmaponte.com.br/plenance-20mg-30-comprimidos-revestidos/p,,-18
Farmaponte,Olmesartana 20mg Genérico Torrent Do Brasil 30 Comprimidos,None,8902220114876,Cód: 1016515,Anti-hipertensivos,,39.96,39.96,,,https://www.farmaponte.com.br/olmesartana-20mg-generico-torrent-do-brasil-30-comprimidos/p,,-20
Farmaponte,Duspatalin 200mg Com 30 Cápsulas Abbott,None,7896255766852,Cód: 102636,Antigases Antiespasmódico,,189.45,189.45,,,https://www.farmaponte.com.br/duspatalin-200mg-30-capsulas-gelatinosas-duras-de-liberacao-prolongada/p,,-12
Farmaponte,Enantato De Noretisterona 50mg Ml + Valerator De Estradiol 5mg Ml Solução Injetável 1ml Eurofarma Genérico,None,7891317496388,Cód: 1048844,Anticoncepcional,,26.23,26.23,,,https://www.farmaponte.com.br/enantato-de-noretisterona-50mg-ml-valerator-de-estradiol-5mg-ml-solucao-injetavel-1ml-eurofarma-generico/p,,-10
Farmaponte,Artane Cloridrato De Triexifenidil 2mg 30 Comprimidos,None,7896637018012,Cód: 38164,Psicotropico,,12.91,12.91,,,https://www.farmaponte.com.br/artane-cloridrato-de-triexifenidil-2mg-30-comprimidos/p,,-20
Farmaponte,Paracetamol 500mg + Fosfato De Codeina 30mg Genérico 24 Comprimidos,None,7896004756899,Cód: 1045604,Psicotropico,,37.48,37.48,,,https://www.farmaponte.com.br/paracetamol-500mg-fosfato-de-codeina-30mg-generico-24-comprimidos/p,,-25
Farmaponte,Rozerem Ramelteona 8mg 30 Comprimidos,None,7896641810770,Cód: 1048843,Psicotropico,,108.53,108.53,,,https://www.farmaponte.com.br/rozerem-ramelteona-8mg-30-comprimidos/p,,-17
Farmaponte,"Cloridrato De Tramadol  37,5mg + Paracetamol Germed Pharma 325mg, Caixa Com 30 Comprimidos Revestidos",None,7896004787350,Cód: 1048868,Psicotropico,,61.26,61.26,,,https://www.farmaponte.com.br/cloridrato-de-tramadol-375mg-paracetamol-germed-pharma-325mg-caixa-com-30-comprimidos-revestidos/p,,-15
Farmaponte,"Anoro Ellipta 62,5mcg + 25mcg Com 30 Doses",None,7896015529086,Cód: 1028633,Antiasmático,,382.18,382.18,,,https://www.farmaponte.com.br/anoro-ellipta-625mcg-25mcg-com-30-doses/p,,-10
Farmaponte,Hemifumarato De Bisoprolol 5mg 30 Comprimidos Merck,None,7891721026959,Cód: 1032425,Anti-hipertensivos,,56.01,56.01,,,https://www.farmaponte.com.br/hemifumarato-de-bisoprolol-merck-5mg-caixa-30-comprimidos-revestidos/p,,-5
Farmaponte,Zyptan Benzoato De Rizatriptana 10mg 8 Comprimidos,None,7898927564865,Cód: 1051894,Tratamento De Enxaqueca,,81.97,81.97,,,https://www.farmaponte.com.br/zyptan-benzoato-de-rizatriptana-10mg-8-comprimidos/p,,-16
Farmaponte,Azitromicina Di-Hidratada 500mg Com 5 Comprimidos Revestidos Aché Biosintética Genérico,None,7896181926603,Cód: 1041166,Antibiotico,,24.97,24.97,,,https://www.farmaponte.com.br/azitromicina-di-hidratada-500mg-com-5-comprimidos-revestidos-ache-biosintetica-generico/p,,-5
Farmaponte,"Livanel Etonogestrel 0,120mg + 0,015mg Etinilestradiol 1 Anel Vaginal",None,7891158105074,Cód: 1051517,Anticoncepcional,,65.56,65.56,,,https://www.farmaponte.com.br/livanel-etonogestrel-0120mg-0015mg-etinilestradiol-1-anel-vaginal/p,,-27
Farmaponte,Escitalopram Gts 15ml Bio,None,7896658049569,Cód: 1028210,Psicotropico,,84.04,84.04,,,https://www.farmaponte.com.br/escitalopram-gts-15ml-bio/p,,-34
Farmaponte,Rivacrist 10mg Com 30 Comprimidos Revestidos Abbott,None,7891158105814,Cód: 1048746,Antitrombotico,,152.97,152.97,,,https://www.farmaponte.com.br/rivacrist-10mg-30-comprimidos/p,,-7
Farmaponte,Prednisolona 40mg Ache 7 Comprimidos,None,7896658048692,Cód: 1052468,Corticóide Tópico,,31.08,31.08,,,https://www.farmaponte.com.br/prednisolona-40mg-ache-7-comprimidos/p,,-20
Farmaponte,Nistatina 100000ui Ml Suspensão 50ml Genérico Teuto + Copo,None,7896112105619,Cód: 1044469,Reumatismo,,27.13,27.13,,,https://www.farmaponte.com.br/nistatina-100000ui-ml-suspensao-50ml-generico-teuto-copo/p,,-15
Farmaponte,Cloridrato De Ciprofloxacino 500mg Biolab 14 Comprimidos Revestidos,None,7896112402138,Cód: 1052090,Antibiotico,,34.34,34.34,,,https://www.farmaponte.com.br/cloridrato-de-ciprofloxacino-500mg-biolab-14-comprimidos-revestidos/p,,-29
Farmaponte,Trol 100mg Com 10 Comprimidos Revestidos De Liberação Prolongada,Supera,7899420508196,Cód: 1045552,Psicotropico,,77.18,77.18,,,https://www.farmaponte.com.br/trol-100mg-com-10-comprimidos/p,,-18
Farmaponte,Hezo Eszoplicona 2mg Com 20 Comprimidos,Supera,7899420507021,Cód: 1045541,Psicotropico,,70.17,70.17,,,https://www.farmaponte.com.br/hezo-eszoplicona-2mg-com-20-comprimidos/p,,-18
Farmaponte,Roxetin Xr Cloridrato De Paroxetina 25mg 30 Comprimidos,Laboratório Cristália,7896676435597,Cód: 1045550,Psicotropico,,125.03,125.03,,,https://www.farmaponte.com.br/roxetin-xr-25mg-com-30-comprimidos/p,,-18
Farmaponte,Cod Par 500mg + 30mg Caixa Com 12 Comprimidos,Supera,7899420506918,Cód: 1045538,Psicotropico,,27.88,27.88,,,https://www.farmaponte.com.br/cod-par-paracetamol-500mg-fosfato-de-codeina-30mg-com-12-comprimidos/p,,-18
Farmaponte,Sibus 10mg Eurofarma 30 Comprimidos,Eurofarma,7891317450700,Cód: 1000291,Psicotropico,,45.98,45.98,,,https://www.farmaponte.com.br/sibus-10mg-30cap/p,,-22
Farmaponte,Concor Hct 10mg + 25mg 30 Comprimidos,None,7891721026676,Cód: 1007715,Anti-hipertensivos,,123.81,123.81,,,https://www.farmaponte.com.br/concor-hct-10-25mg-30cpr/p,,-18
Farmaponte,Pantomix Pantoprazol 40mg 28 Comprimidos,None,7896658040177,Cód: 1046127,Psicotropico,,46.85,46.85,,,https://www.farmaponte.com.br/pantomix-40mg-com-28-comprimidos/p,,-20
Farmaponte,"Exforge Hct 160+12,5+10mg Novartis 28 Comprimidos",None,7896261015616,Cód: 1012935,Anti-hipertensivos,,221.38,221.38,,,https://www.farmaponte.com.br/exforge-hct-160-25-10mg-28cpr/p,,-7
Farmaponte,Relvar Ellipta 200mcg + 25mcg Com 30 Doses,None,7896015528843,Cód: 1016105,Antiasmático,,319.23,319.23,,,https://www.farmaponte.com.br/relvar-200-25mcg-30doses-zz/p,,-7
Farmaponte,Onbrize 150mg 30 Cápsulas,None,7896261016385,Cód: 1000368,Broncodilatador,,184.52,184.52,,,https://www.farmaponte.com.br/onbrize-150mg-30cpr/p,,-7
Farmaponte,Amoxicilina 875mg + Clavulanato De Potássio 125mg 14 Comprimidos Ranbaxy Genérico,None,7894916143868,Cód: 1030982,Antibiotico,,137.61,137.61,,,https://www.farmaponte.com.br/amoxicilinaclav-875mg-14cpr-leg/p,,-25
Farmaponte,"Ivermectina Germed 6mg, Caixa Com 2 Comprimidos",None,7896004777795,Cód: 1040968,Escabicida,,13.14,13.14,,,https://www.farmaponte.com.br/ivermectina-germed-6mg-caixa-com-2-comprimidos/p,,-34
Farmaponte,Cloridrato De Tramadol 50mg Germed 10 Cápsulas,None,7896004711768,Cód: 1018391,Psicotropico,,30.05,30.05,,,https://www.farmaponte.com.br/clor-tramadol-50mg-10caps-ger/p,,-10
Farmaponte,Fenticonazol Creme Vaginal 40g + 7 Aplicadores Genérico,None,7896004728766,Cód: 804752,Antimicotico,,40.78,40.78,,,https://www.farmaponte.com.br/fenticonazol-cre-vag-40gr-7apl-ems/p,,-29
Farmaponte,Arcoxia Etoricoxib 90mg 14 Comprimidos,None,7897337705004,Cód: 1001961,Psicotropico,,141.37,141.37,,,https://www.farmaponte.com.br/xx-arcoxia-90mg-14cpr-c1/p,,-17
Farmaponte,Eranz 10mg Comprimidos,None,7891045006231,Cód: 1003294,Psicotropico,,877.15,877.15,,,https://www.farmaponte.com.br/eranz-10mg-28cpr-c1/p,,-7
Farmaponte,Lansoprazol 30mg + Claritromicina 500mg + Amoxicilina Tri-Hidratada 500mg 84 Cápsulas Teuto Genérico,None,7896112151142,Cód: 1000831,Antibiotico,,197.93,197.93,,,https://www.farmaponte.com.br/lans-clarit-amox-56caps-teu/p,,-25
Farmaponte,Clo Cloridrato De Clomipramina 10mg 20 Comprimidos,None,7894916503044,Cód: 1001682,Psicotropico,,14.87,14.87,,,https://www.farmaponte.com.br/clo-10mg-20cpr-c1/p,,-17
Farmaponte,Amoxicilina 500mg + Clavulanato De Potássio 125mg Sandoz 18 Comprimidos,None,7897595633316,Cód: 1036186,Antibiotico,,75.31,75.31,,,https://www.farmaponte.com.br/amoxicilinaclav-500mg-18cpr-sdz/p,,-44
Farmaponte,Ritalina La 10mg Caixa Com 30 Cápsulas Revestidos,None,7896261017177,Cód: 1002931,Psicotropico,,128.17,128.17,,,https://www.farmaponte.com.br/xx-ritalina-la-10mg-30cap/p,,-7
Farmaponte,Vortioxetina Brom 15 Mg Com 60 Comprimidos Revestidos Althaia,None,7898687734492,Cód: 1051239,Psicotropico,,283.3,283.3,,,https://www.farmaponte.com.br/vortioxetina-brom-15-mg-com-60-comprimidos-revestidos-althaia/p,,-34
Farmaponte,Fosfato De Sitagliptina 25mg Com 30 Comprimidos Ranbaxy Generico,None,7897076923530,Cód: 1051914,Antidiabéticos,,39.88,39.88,,,https://www.farmaponte.com.br/fosfato-de-sitagliptina-25mg-com-30-comprimidos-ranbaxy-generico/p,,-25
Farmaponte,Succinato De Solifenacina 10mg 30 Comprimidos Revestidos Neo Quimica,None,7896714293622,Cód: 1050607,Anti-hipertensivos,,96.58,96.58,,,https://www.farmaponte.com.br/succinato-de-solifenacina-10mg-30-comprimidos-revestidos-neo-quimica/p,,-39
Farmaponte,Salmeterol 25 + Fluticasona Com 50mcg 120 Doses Glenmark,None,7897473207646,Cód: 1050810,Antiasmático,,93.78,93.78,,,https://www.farmaponte.com.br/salmeterol-25-fluticasona-com-50mcg-120-doses-glenmark/p,,-5
Farmaponte,"Feminique 20 Drosp 3mg + Etinil 0,03mg Com 24 Comprimidos Aché",None,7896658048203,Cód: 1050132,Anticoncepcional,,60.43,60.43,,,https://www.farmaponte.com.br/feminique-20-drosp-3mg-etinil-003mg-com-24-comprimidos-ache/p,,-12
Farmaponte,Spark 250mg Com 30 Comprimidos,None,7899640808489,Cód: 1038940,Psicotropico,,45.27,45.27,,,https://www.farmaponte.com.br/spark-250mg-com-30-comprimidos/p,,-14
Farmaponte,Cloridrato De Sibutramina 15mg Genérico Eurofarma 30 Comprimidos,None,7891317025854,Cód: 1048805,Psicotropico,,59.77,59.77,,,https://www.farmaponte.com.br/cloridrato-de-sibutramina-15mg-generico-eurofarma-30-comprimidos/p,,-59
Farmaponte,Vortioxetina Brom 5mg Com 30 Comprimidos Revestidos Althaia,None,7898687734409,Cód: 1051029,Psicotropico,,49.89,49.89,,,https://www.farmaponte.com.br/vortioxetina-brom-5mg-com-30-comprimidos-revestidos-althaia/p,,-34
Farmaponte,"Cosopt Colírio 2,0   Com 10ml",None,7898586631335,Cód: 1009781,Antiglaucomatoso,,357.66,357.66,,,https://www.farmaponte.com.br/cosopt-colirio-20-com-10ml/p,,-7
Farmaponte,Apixabana 5mg 60 Comprimidos Sandoz,None,7897595634795,Cód: 1051433,Anticoagulante,,99.26,99.26,,,https://www.farmaponte.com.br/apixabana-5mg-60-comprimidos-sandoz/p,,-44
Farmaponte,"Zolfest Spray 2,5mg 0,1ml Com 12ml Aché",None,7896658048173,Cód: 1050130,Psicotropico,,86.1,86.1,,,https://www.farmaponte.com.br/zolfest-spray-25mg-01ml-com-12ml-ache/p,,-20
Farmaponte,Trometamol Cetorolaco 10mg Com 20 Comprimidos Sublinguais Aché Biosintética Genérico,None,7896658038075,Cód: 1050099,Analgésico Antitérmico,,53.25,53.25,,,https://www.farmaponte.com.br/trometamol-cetorolaco-10mg-com-20-comprimidos-sublinguais-ache-biosintetica-generico/p,,-15
Farmaponte,"Extrato De Cannabis Sativa 160,32mg Ml Mantecorp Farmasa Solução Oral 10ml + Conta-Gotas",None,7891142982513,Cód: 1065406,Descongestionante Nasal,,499.73,499.73,,,https://www.farmaponte.com.br/extrato-de-cannabis-sativa-16032mg-ml-mantecorp-farmasa-solucao-oral-10ml-conta-gotas/p,,-17
Farmaponte,"Libiam 2,5mg, Caixa Com 84 Comprimidos",None,7896094211391,Cód: 1044108,Tratamento De Distúrbios Hormonais,,191.07,191.07,,,https://www.farmaponte.com.br/libiam-25mg-caixa-com-84-comprimidos/p,,-16
Farmaponte,Trometamol Cetorolaco 10mg Com 10 Comprimidos Sublinguais Aché Biosintética Genérico,None,7896658038068,Cód: 1050098,Analgésico Antitérmico,,28.01,28.01,,,https://www.farmaponte.com.br/trometamol-cetorolaco-10mg-com-10-comprimidos-sublinguais-ache-biosintetica-generico/p,,-15
Farmaponte,Apracur Duo 20 Comprimidos Revestidos,None,7896094919631,Cód: 1065369,Antigripal,,21.92,21.92,,,https://www.farmaponte.com.br/apracur-duo-20-comprimidos-revestidos/p,,-10
Farmaponte,Duxxen Cloridrato De Duloxetina 30mg 30 Cápsulas,None,7896094928404,Cód: 1065385,Antidepressivo,,49.28,49.28,,,https://www.farmaponte.com.br/duxxen-cloridrato-de-duloxetina-30mg-30-capsulas/p,,-17
Farmaponte,Duxxen Cloridrato De Duloxetina 30mg 60 Cápsulas,None,7896094928411,Cód: 1065386,Antidepressivo,,83.81,83.81,,,https://www.farmaponte.com.br/duxxen-cloridrato-de-duloxetina-30mg-60-capsulas/p,,-17
Farmaponte,Duxxen Cloridrato De Duloxetina 60mg 60 Cápsulas,None,7896094928435,Cód: 1065388,Antidepressivo,,166.96,166.96,,,https://www.farmaponte.com.br/duxxen-cloridrato-de-duloxetina-60mg-60-capsulas/p,,-17
Farmaponte,Duxxen Cloridrato De Duloxetina 60mg 30 Cápsulas,None,7896094928428,Cód: 1065387,Antidepressivo,,98.21,98.21,,,https://www.farmaponte.com.br/duxxen-cloridrato-de-duloxetina-60mg-30-capsulas/p,,-17
Farmaponte,Ondset Odt 8mg 10 Comprimidos Orodispersíveis,None,7896006214687,Cód: 1048615,Antiemetico,,47.22,47.22,,,https://www.farmaponte.com.br/ondset-odt-8mg-10-comprimidos-orodispersiveis/p,,-20
Farmaponte,Coledue R 10+10mg C 30 Caps,None,7896094921269,Cód: 1063457,Calcificantes,,67.42,67.42,,,https://www.farmaponte.com.br/coledue-r-1010mg-c-30-caps/p,,-17
Farmaponte,"Duodex 3,5mg+1mg Com 5ml",None,7899095202559,Cód: 1046362,Anti-infeccioso Ocular,,24.1,24.1,,,https://www.farmaponte.com.br/duodex-35mg1mg-com-5ml/p,,-29
Farmaponte,Ultibro 110 + 50mcg Pó 30 Cápsulas + 1 Inalador,Novartis,7896261018860,Cód: 1029987,Antiasmático,,350.15,350.15,,,https://www.farmaponte.com.br/ultibro-110-50mcg-30caps1inal/p,,-7
