Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Sigma Pharma,7894916503792,,,https://www.drogariaveracruz.com.br/micropil-0075mg-0030mg-21-comprimidos-revestidos/p,"Micropil 0,075mg + 0,030mg 21 comprimidos revestidos",,,
Ache,7896181903024,,,https://www.drogariaveracruz.com.br/eupressin-5mg-30-comprimidos/p,"EUPRESSIN - 5mg, 30 comprimidos",,,
Supera,7891317181611,,,https://www.drogariaveracruz.com.br/filinar-10mgml-1-frasco-com-120ml-de-xarope-copo-medidor/p,"FILINAR - 10mg/mL, 1 frasco com 120mL de xarope + copo medidor",,,
Germed,7896004726267,,,https://www.drogariaveracruz.com.br/claquinona-40mgg-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p,"CLAQUINONA - 40mg/g, 1 bisnaga com 30g de creme de uso dermatológico",,,
Ache,7896181901457,,,https://www.drogariaveracruz.com.br/eupressin-25mg-30-comprimidos/p,"EUPRESSIN - 2,5mg, 30 comprimidos",,,
Supera,7891317004378,,,https://www.drogariaveracruz.com.br/filinar-25mg5ml-xarope-120ml/p,Filinar 25mg/5ml Xarope 120ml,,,
Novartis,7896261015616,,,https://www.drogariaveracruz.com.br/exforge-hct-160mg-25mg-10mg-28-comprimidos-revestidos/p,"EXFORGE HCT - 160mg + 25mg + 10mg, 28 comprimidos revestidos?",,,
Eurofarma,7891317483531,,,https://www.drogariaveracruz.com.br/domperix-1mgml-1-frasco-com-100ml-de-suspensao-de-uso-oral-1-seringa-dosadora/p,"DOMPERIX - 1mg/mL, 1 frasco com 100mL de suspensão de uso oral + 1 seringa dosadora",,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/dilacoron-80mg-caixa-contendo-30-comprimidos-revestidos/p,"DILACORON - 80mg, caixa contendo 30 comprimidos revestidos",,,
Hypera,7891142128744,,,https://www.drogariaveracruz.com.br/cizax-5mg-10-comprimidos/p,Cizax 5mg 10 comprimidos,,,
Janssen,7896212410644,,,https://www.drogariaveracruz.com.br/sporanox-100mg-15-capsulas-gelatinosas/p,"SPORANOX - 100mg, 15 cápsulas gelatinosas",,,
Gsk,7896269900853,,,https://www.drogariaveracruz.com.br/imigran-50mg-2-comprimidos-revestidos/p,"IMIGRAN - 50mg, 2 comprimidos revestidos",,,
Ache,7896658014017,,,https://www.drogariaveracruz.com.br/doraliv-1000mgml-gotas-20ml/p,Doraliv 1000mg/ml Gotas 20ml,,,
Hypera,7896094904989,,,https://www.drogariaveracruz.com.br/digedrat-200mg-30-capsulas-moles/p,Digedrat 200mg 30 cápsulas moles,,,
Merck,7891721026676,,,https://www.drogariaveracruz.com.br/concor-hct-10mg-25mg-30-comprimidos-revestidos/p,Concor HCT 10mg + 25mg 30 comprimidos revestidos,,,
Merck,7891721020520,,,https://www.drogariaveracruz.com.br/citoneurin-1000-3-ampolas-intramuscular-de-1ml-cada-3-ampolas-de-diluente-com-1ml-cada/p,Citoneurin 1000 3 ampolas intramuscular de 1ml cada + 3 ampolas de diluente com 1ml cada,,,
Pfizer,7891268102161,,,https://www.drogariaveracruz.com.br/citalor-10mg-30-comprimidos-revestidos/p,Citalor 10mg 30 comprimidos revestidos,,,
Hypera,7891142156020,,,https://www.drogariaveracruz.com.br/fluir-12mcg-30-capsulas-de-po-para-inalacao-inalador/p,Fluir 12mcg 30 cápsulas de pó para inalação + inalador,,,
Msd,7897337706421,,,https://www.drogariaveracruz.com.br/fosamax-70mg-4-comprimidos/p,"FOSAMAX - 70mg, 4 comprimidos",,,
Ache,7896658005473,,,https://www.drogariaveracruz.com.br/flunarin-10mg-60-capsulas/p,Flunarin 10mg 60 cápsulas,,,
Sigma Pharma,7894916505215,,,https://www.drogariaveracruz.com.br/euprostatin-2mg-30-comprimidos/p,Euprostatin 2mg 30 comprimidos,,,
Astrazeneca,7896206403324,,,https://www.drogariaveracruz.com.br/selozok-fix-5mg-50mg-30-comprimidos-de-liberacao-prolongada/p,SeloZok Fix 5mg + 50mg 30 comprimidos de liberação prolongada,,,
Neo Quimica,7896714203492,,,https://www.drogariaveracruz.com.br/fluxon-75mg-30-comprimidos/p,Fluxon 75mg 30 comprimidos,,,
Ache,7896658005435,,,https://www.drogariaveracruz.com.br/flogoral-3mg-pastilhas-sabor-limao-12un/p,Flogoral 3mg Pastilhas Sabor Limão 12un,,,
Astrazeneca,7896206407582,,,https://www.drogariaveracruz.com.br/selopress-100mg-125mg-30-comprimidos/p,"SELOPRESS - 100mg + 12,5mg, 30 comprimidos",,,
Merck,7891721028946,,,https://www.drogariaveracruz.com.br/citoneurin-100mgml-100mgml-1000mcgml-1-ampola-com-1ml-de-solucao-de-uso-intramuscular-1-ampola-com-1ml-de-diluente/p,"CITONEURIN - 100mg/mL + 100mg/mL + 1000mcg/mL, 1 ampola com 1mL de solução de uso intramuscular + 1 ampola com 1mL de diluente",,,
Ache,7896658011870,,,https://www.drogariaveracruz.com.br/flogoral-15mgml-sabor-laranja-250ml/p,"Flogoral 1,5mg/ml Sabor Laranja 250ml",,,
Abbott,7896255766012,,,https://www.drogariaveracruz.com.br/pedialyte-45-zinco-frasco-com-500ml-de-solucao-de-uso-oral-morango/p,"PEDIALYTE 45 ZINCO - frasco com 500mL de solução de uso oral, morango",,,
Prati-Donaduzzi,7899547536164,,,https://www.drogariaveracruz.com.br/canabidiol-20-mgml-sol-fr-30-ml-seringa/p,CANABIDIOL 20 MG/ML SOL FR 30 ML + SERINGA,,,
Genom,7896006225010,,,https://www.drogariaveracruz.com.br/cylocort-3mgg-1mgg-1-bisnaga-com-35g-de-pomada-de-uso-oftalmologico/p,Cylocort 3mg/G + 1mg/G 1 Bisnaga Com 35G de Pomada de Uso Oftalmológico,,,
Eurofarma,7891317024284,,,https://www.drogariaveracruz.com.br/prysma-3mg-c-20-comprimidos-b1/p,Prysma 3mg c/ 20 Comprimidos (B1),,,
União Química,7896006290537,,,https://www.drogariaveracruz.com.br/tobracort-3mgg-1mgg-1-bisnaga-com-35g-de-pomada-de-uso-oftalmologico/p,Tobracort 3Mg/G + 1Mg/G 1 Bisnaga Com 35G De Pomada De Uso Oftalmológico,,,
Abbott,7896255766050,,,https://www.drogariaveracruz.com.br/pedialyte-45-zinco-frasco-contendo-500ml-de-solucao-de-uso-oral-sabor-maca/p,PEDIALYTE 45 ZINCO - frasco contendo 500mL de solução de uso oral sabor maçã,,,
Abbott,7896255766074,,,https://www.drogariaveracruz.com.br/pedialyte-60-zinco-frasco-com-500ml-de-solucao-de-uso-oral-sabor-uva/p,PEDIALYTE 60 ZINCO - Frasco com 500mL de solução de uso oral sabor uva,,,
Ache,7896658037238,,,https://www.drogariaveracruz.com.br/volare-40mg04ml-2-seringas-preenchidas-de-04ml/p,"Volare 40mg/0,4ml 2 seringas preenchidas de 0,4ml",,,
Prati-Donaduzzi,7899547533897,,,https://www.drogariaveracruz.com.br/canabidiol-200-mgml-sol-fr-30-ml-seringa/p,CANABIDIOL 200 MG/ML SOL FR 30 ML + SERINGA,,,
Abbott,7896255766067,,,https://www.drogariaveracruz.com.br/pedialyte-60-zinco-frasco-com-500ml-de-solucao-de-uso-oral-sabor-maca/p,PEDIALYTE 60 ZINCO - Frasco com 500mL de solução de uso oral sabor maçã,,,
Marjan,7896226101699,,,https://www.drogariaveracruz.com.br/foliron-itf-02mgml-250mgml-30ml/p,"Foliron ITF 0,2mg/ml + 250mg/ml 30ml",,,
Alcon,7899882100143,,,https://www.drogariaveracruz.com.br/kit-solucao-para-lentes-simple-clean-350ml-120ml-eestojo-para-lentes/p,Kit Solução para Lentes Simple Clean 350ml + 120ml + Eestojo para Lentes,,,
Msd,7897337713498,,,https://www.drogariaveracruz.com.br/desalex-d12-25mg-120mg-10-comprimidos-de-liberacao-modificada/p,"Desalex D12 2,5mg + 120mg 10 comprimidos de liberação modificada",,,
Cifarma,7898158692139,,,https://www.drogariaveracruz.com.br/nausilon-b6-25mgml-5mgml-1-frasco-gotejador-com-20ml-de-solucao-de-uso-oral/p,"NAUSILON B6 - 25mg/mL + 5mg/mL, 1 frasco gotejador com 20mL de solução de uso oral",,,
Roche,7898581710455,,,https://www.drogariaveracruz.com.br/rivotril-25mgml-1-frasco-gotejador-com-20ml-de-suspensao-de-uso-oral/p,"RIVOTRIL - 2,5mg/mL, 1 frasco gotejador com 20mL de suspensão de uso oral",,,
Cristalia,7896676414653,,,https://www.drogariaveracruz.com.br/ana-flex-35mg-300mg-50mg-30-comprimidos/p,"ANA-FLEX - 35mg + 300mg + 50mg, 30 comprimidos",,,
Geolab,7899095200500,,,https://www.drogariaveracruz.com.br/nisoflan-100mg-12-comprimidos/p,"NISOFLAN - 100mg, 12 comprimidos",,,
Cimed,7898075310222,,,https://www.drogariaveracruz.com.br/clofen-k-50mg-20-drageas/p,Clofen K 50mg 20 drágeas,,,
Neo Quimica,7896714230030,,,https://www.drogariaveracruz.com.br/neocoflan-gel-60g/p,Neocoflan Gel 60g,,,
Legrand,7896004725772,,,https://www.drogariaveracruz.com.br/deslorana-5mg-10-comprimidos-revestidos/p,"DESLORANA - 5mg, 10 comprimidos revestidos",,,
Chiesi Farmaceutica Ltda.,7896672202612,,,https://www.drogariaveracruz.com.br/clenil-nasal-aquoso-spray-50mcg-130-doses-20ml/p,Clenil Nasal Aquoso Spray 50mcg 130 doses 20ml,,,
Apsen,7896637023139,,,https://www.drogariaveracruz.com.br/flancox-300mg-30-comprimidos-revestidos/p,"FLANCOX - 300mg, 30 comprimidos revestidos",,,
Ache,7896658011900,,,https://www.drogariaveracruz.com.br/clopin-75mg-15-comprimidos-revestidos/p,"CLOPIN - 75mg, 15 comprimidos revestidos",,,
Sanofi,7891058013226,,,https://www.drogariaveracruz.com.br/aprozide-300mg-125mg-30-comprimidos-revestidos/p,"Aprozide 300mg + 12,5mg 30 comprimidos revestidos",,,
Sanofi,7891058010751,,,https://www.drogariaveracruz.com.br/aprovel-150mg-30-comprimidos-revestidos/p,Aprovel 150mg 30 comprimidos revestidos,,,
Ache,7896181916109,,,https://www.drogariaveracruz.com.br/angipress-cd-100mg-25mg-30-comprimidos/p,Angipress CD 100mg + 25mg 30 comprimidos,,,
Sanofi,7891058003241,,,https://www.drogariaveracruz.com.br/clexane-60mg-2-seringas-preenchidas-com-06ml-de-solucao-de-uso-subcutaneo-ou-intramuscular-sistema-de-seguranca/p,"Clexane 60mg, 2 seringas preenchidas com 0,6mL de solução de uso subcutâneo ou intramuscular + sistema de segurança",,,
Medley,7896422533898,,,https://www.drogariaveracruz.com.br/araceli-75mcg-28-comprimidos-revestidos/p,Araceli 75mcg 28 comprimidos revestidos,,,
Ache,7896658025518,,,https://www.drogariaveracruz.com.br/zyad-diario-20mg-caixa-contendo-1-comprimido-revestido/p,"ZYAD DIÁRIO - 20mg, caixa contendo 1 comprimido revestido",,,
Ache,7896181916086,,,https://www.drogariaveracruz.com.br/angipress-cd-50mg-125mg-30-comprimidos/p,"Angipress CD 50mg + 12,5mg 30 comprimidos",,,
Gsk,7896269900907,,,https://www.drogariaveracruz.com.br/flixonase-50mcgdose-1-frasco-com-60-doses-de-suspensao-de-uso-nasal/p,"FLIXONASE - 50mcg/dose, 1 frasco com 60 doses de suspensão de uso nasal",,,
Gsk,7896269900761,,,https://www.drogariaveracruz.com.br/zyertec-1mgml-120ml/p,Zyertec 1mg/ml 120ml,,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/vytorin-10mg-40mg-30-comprimidos/p,Vytorin 10mg + 40mg 30 comprimidos,,,
Merck,7891721012884,,,https://www.drogariaveracruz.com.br/clinfar-20mg-30-comprimidos-revestidos/p,Clinfar 20mg 30 comprimidos revestidos,,,
Mylan,7898560664021,,,https://www.drogariaveracruz.com.br/syntocinon-40uiml-nasal-spray-5ml/p,Syntocinon 40UI/ml Nasal Spray 5ml,,,
Hypera,7897322714264,,,https://www.drogariaveracruz.com.br/amplium-g-30mgg-20mgg-creme-ginecologico-80g-14-aplicadores/p,Amplium G 30mg/g + 20mg/g Creme Ginecológico 80g + 14 aplicadores,,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/vytorin-10mg-10mg-30-comprimidos/p,Vytorin 10mg + 10mg 30 comprimidos,,,
Msd,7897337706155,,,https://www.drogariaveracruz.com.br/vytorin-10mg-10mg-28-comprimidos/p,Vytorin 10mg + 10mg 28 comprimidos,,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/vytorin-10mg-20mg-30-comprimidos/p,Vytorin 10mg + 20mg 30 comprimidos,,,
Hertz,7896331705720,,,https://www.drogariaveracruz.com.br/resfenol-10-capsulas-gelatinosas-duras/p,Resfenol 10 cápsulas gelatinosas duras,,,
Cifarma,7898505091349,,,https://www.drogariaveracruz.com.br/ciclofemme-015mg-003mg-21-drageas/p,"CICLOFEMME - 0,15mg + 0,03mg, 21 drágeas",,,
Ems,7896004705644,,,https://www.drogariaveracruz.com.br/espasmo-dimetiliv-80mgml-25mgml-gotas-20ml/p,"Espasmo Dimetiliv 80mg/ml + 2,5mg/ml Gotas 20ml",,,
Biolab Sanus,7898549750202,,,https://www.drogariaveracruz.com.br/sinustrat-90mgml-infantil-solucao-nasal-30ml/p,"Sinustrat 9,0mg/ml Infantil Solução Nasal 30ml",,,
Brasterapica,7898100242948,,,https://www.drogariaveracruz.com.br/glicel-0831g-laxante-lactante-6-supositorios/p,"Glicel 0,831g Laxante Lactante 6 supositórios",,,
Neo Quimica,7896714250953,,,https://www.drogariaveracruz.com.br/flomicin-200mg-4-envelopes-de-1g-cada/p,Flomicin 200mg 4 envelopes de 1g cada,,,
Pharlab,7898216367580,,,https://www.drogariaveracruz.com.br/elprazol-20mg-56-capsulas-duras-de-liberacao-retardada/p,Elprazol 20mg 56 cápsulas duras de liberação retardada,,,
Geolab,7899095203686,,,https://www.drogariaveracruz.com.br/oncicrem-a-10mgg-1-bisnaga-com-10g-de-pomada-de-uso-bucal/p,"ONCICREM-A - 1,0mg/g, 1 bisnaga com 10g de pomada de uso bucal",,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/hystin-2mg-20-comprimidos/p,Hystin 2mg 20 comprimidos,,,
Farmoquimica,7898040320027,,,https://www.drogariaveracruz.com.br/gynomax-creme-vaginal-35g-7-aplicadores-descartaveis/p,Gynomax Creme Vaginal 35g + 7 aplicadores descartáveis,,,
Farmoquimica,7898040325145,,,https://www.drogariaveracruz.com.br/fledoid-300-pomada-40g/p,Fledoid 300 Pomada 40g,,,
Neo Quimica,7896714211190,,,https://www.drogariaveracruz.com.br/ibufran-400mg-10-comprimidos/p,Ibufran 400mg 10 comprimidos,,,
Neo Quimica,7896714201146,,,https://www.drogariaveracruz.com.br/ibufran-600mg-30-comprimidos/p,Ibufran 600mg 30 comprimidos,,,
Takeda,7896641804212,,,https://www.drogariaveracruz.com.br/reparil-10mgg-50mgg-gel-100g/p,Reparil 10mg/g + 50mg/g Gel 100g,,,
Allergan,7897316802250,,,https://www.drogariaveracruz.com.br/solucao-oftalmica-pilocarpina-4-10ml/p,Solução Oftálmica Pilocarpina 4% 10ml,,,
Geolab,7899095254961,,,https://www.drogariaveracruz.com.br/sinvax-40mg-30-comprimidos-revestidos/p,"SINVAX - 40mg, 30 comprimidos revestidos",,,
Medley,7896422506786,,,https://www.drogariaveracruz.com.br/maleato-de-dexclorfeniramina-2mg5ml-medley-120ml/p,Maleato de Dexclorfeniramina 2mg/5ml Medley 120ml,,,
Geolab,7899095200098,,,https://www.drogariaveracruz.com.br/loritil-10mg-12-comprimidos/p,"LORITIL - 10mg, 12 comprimidos",,,
Johnson &amp; Johnson,7891010780302,,,https://www.drogariaveracruz.com.br/resprin-12-comprimidos/p,Resprin 12 comprimidos,,,
União Química,7896006238751,,,https://www.drogariaveracruz.com.br/pilem-075mg-2-comprimidos/p,"Pilem 0,75mg 2 comprimidos",,,
Neo Quimica,7896714250946,,,https://www.drogariaveracruz.com.br/flomicin-100mg-12-capsulas/p,Flomicin 100mg 12 cápsulas,,,
Cellera,7899850900584,,,https://www.drogariaveracruz.com.br/probiotico-culturelle-junior-10-comprimidos-mastigaveis-com-0623g/p,"Probiótico Culturelle Junior 10 comprimidos mastigáveis com 0,623g",,,
União Química,7896006272724,,,https://www.drogariaveracruz.com.br/solucao-oral-nasaliv-sabor-cereja-60ml/p,Solução Oral Nasaliv Sabor Cereja 60ml,,,
Gsk,7896015592875,,,https://www.drogariaveracruz.com.br/tansudart-04mg-30-capsulas-duras-de-liberacao-prolongada/p,"Tansudart 0,4mg 30 cápsulas duras de liberação prolongada",,,
Ache,7896658038259,,,https://www.drogariaveracruz.com.br/nienza-3125mg-30-comprimidos/p,"Nienza 3,125mg 30 comprimidos",,,
Momenta,7899640808670,,,https://www.drogariaveracruz.com.br/percoide-40mg-7-comprimidos/p,Percoide 40mg 7 comprimidos,,,
Ache,7896658038266,,,https://www.drogariaveracruz.com.br/nienza-625mg-30-comprimidos/p,"Nienza 6,25mg 30 comprimidos",,,
Ache,7896658038280,,,https://www.drogariaveracruz.com.br/nienza-125mg-30-comprimidos/p,"Nienza 12,5mg 30 comprimidos",,,
Sanofi,7891058022501,,,https://www.drogariaveracruz.com.br/depura-50000ui-4-capsulas-gelatinosas-moles/p,Depura 50.000UI 4 cápsulas gelatinosas moles,,,
Ache,7896658038440,,,https://www.drogariaveracruz.com.br/soanza-xr-35mg-30-comprimidos/p,Soanza XR 35mg 30 comprimidos,,,
Neo Quimica,7896714212838,,,https://www.drogariaveracruz.com.br/iverneo-6mg-4-comprimidos/p,Iverneo 6mg 4 comprimidos,,,
Ems Similar,7896004754833,,,https://www.drogariaveracruz.com.br/ems-pred-3mgml-60ml-seringa-dosadora/p,EMS Pred 3mg/ml 60ml + seringa dosadora,,,
Neo Quimica,7896714212821,,,https://www.drogariaveracruz.com.br/iverneo-6mg-2-comprimidos/p,Iverneo 6mg 2 comprimidos,,,
Hypera,7897322700434,,,https://www.drogariaveracruz.com.br/farlac-667mgml-1-frasco-com-120ml-de-xarope/p,Farlac 667mg/ml 1 frasco com 120mL de xarope,,,
Pharmascience,7898014561197,,,https://www.drogariaveracruz.com.br/polydrat-45-sabor-natural-450ml/p,Polydrat 45 Sabor Natural 450ml,,,
Ems,7896004716220,,,https://www.drogariaveracruz.com.br/itralex-100mg-4-capsulas-duras/p,Itralex 100mg 4 Cápsulas Duras,,,
Ems,7896004727134,,,https://www.drogariaveracruz.com.br/doricin-gotas-20ml/p,Doricin Gotas 20ml,,,
Brasterapica,7898100244560,,,https://www.drogariaveracruz.com.br/gripalce-uno-bebe-sabor-cereja-15ml/p,Gripalcê Uno Bebê Sabor Cereja 15ml,,,
Pfizer,7891268144109,,,https://www.drogariaveracruz.com.br/feldene-5mgg-gel-30g/p,Feldene 5mg/g Gel 30g,,,
Cifarma,7898158694416,,,https://www.drogariaveracruz.com.br/neralgyn-20-drageas/p,Neralgyn 20 drágeas,,,
Pharmascience,7898014562149,,,https://www.drogariaveracruz.com.br/polydrat-45-sabor-guarana-450ml/p,Polydrat 45 Sabor Guaraná 450ml,,,
Gsk,7896015530150,,,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-sabor-camomila-100g/p,Sal de Frutas Eno Sabor Camomila 100g,,,
Divcom Pharma,7891721019067,,,https://www.drogariaveracruz.com.br/floratil-pack-250mg-200mg-6-envelopes/p,Floratil Pack 250mg + 200mg 6 envelopes,,,
Gsk,7896269901744,,,https://www.drogariaveracruz.com.br/seretide-diskus-50mcg500mcg-60-doses/p,Seretide Diskus 50mcg/500mcg 60 doses,,,
Bayer,,,,https://www.drogariaveracruz.com.br/gino-canesten-3-dias-creme-vaginal-20mg-3-aplicadores/p,Gino-Canesten 3 Dias Creme Vaginal 20mg + 3 Aplicadores,,,
Biolab Sanus,7896112427452,,,https://www.drogariaveracruz.com.br/listo-4mg-10-comprimidos-de-desintegracao-oral/p,Listo 4mg 10 comprimidos de desintegração oral,,,
Zambon,7898074617742,,,https://www.drogariaveracruz.com.br/spidufen770mg-sabor-damasco-com-6-envelopes-de-3g-cada/p,Spidufen770mg Sabor Damasco com 6 Envelopes de 3g cada,,,
Medley,7896422523066,,,https://www.drogariaveracruz.com.br/medvitd3-7000ui-medley-8-capsulas-moles/p,Medvitd3 7.000UI Medley 8 cápsulas moles,,,
Neo Quimica,7896714200736,,,https://www.drogariaveracruz.com.br/renalapril-5mg-30-comprimidos/p,Renalapril 5mg 30 comprimidos,,,
Neo Quimica,7896714200750,,,https://www.drogariaveracruz.com.br/renalapril-20mg-30-comprimidos/p,Renalapril 20mg 30 comprimidos,,,
Cimed,7896523206783,,,https://www.drogariaveracruz.com.br/pomada-dermatologica-nebacimed-15g/p,Pomada Dermatológica Nebacimed 15g,,,
Sandoz,7897595604460,,,https://www.drogariaveracruz.com.br/lectrum-375mg-1-frasco-ampola-dose-unica-e-1-ampola-de-diluente/p,"Lectrum 3,75mg 1 frasco-ampola dose única e 1 ampola de diluente",,,
Brasterapica,7898100243150,,,https://www.drogariaveracruz.com.br/xarope-ambrol-sabor-pessego-e-baunilha-100ml/p,Ambrol Xarope Sabor Pêssego e Baunilha 100ml,,,
Medquimica,7896862940058,,,https://www.drogariaveracruz.com.br/dipimed-500mgml-gotas-20ml/p,Dipimed 500mg/ml Gotas 20ml,,,
Eurofarma,7891317435462,,,https://www.drogariaveracruz.com.br/sinot-400mg5ml-1-frasco-com-100ml-de-po-para-suspensao-de-uso-oral-1-seringa-dosadora/p,Sinot 400mg/5ml 1 Frasco Com 100ml de Pó Para Suspensão de Uso Oral + 1 Seringa Dosadora,,,
Arese,7899824401130,,,https://www.drogariaveracruz.com.br/septam-bd-200mgml-50mgml-1-frasco-com-15g-de-po-para-suspensao-de-uso-oral/p,Septam Bd 200mg/ml + 50mg/ml 1 Frasco Com 15G de Pó Para Suspensão de Uso Oral,,,
Libbs,7896094201842,,,https://www.drogariaveracruz.com.br/selimax-pulso-500mg-9-comprimidos-revestidos/p,Selimax Pulso 500mg 9 comprimidos revestidos,,,
Sanofi,7891058061562,,,https://www.drogariaveracruz.com.br/rifocina-10mgml-1-frasco-spray-com-20ml-de-solucao-de-uso-dermatologico/p,Rifocina 10mg/ml 1 Frasco Spray Com 20ml de Solução de Uso dermatológico,,,
Zambon,7898074615755,,,https://www.drogariaveracruz.com.br/spidufen-770mg-sabor-damasco-20-envelopes-com-3g/p,Spidufen 770mg Sabor Damasco 20 Envelopes Com 3g,,,
Althaia,7898569766603,,,https://www.drogariaveracruz.com.br/suplemento-alimentar-althaia-vitamina-d3-7000ui-4-capsulas-moles/p,Suplemento Alimentar Althaia Vitamina D3 7.000UI 4 cápsulas moles,,,
Cimed,7896523227337,,,https://www.drogariaveracruz.com.br/vitamina-d-cimed-50000ui-4-capsulas-moles/p,Vitamina D Cimed 50.000UI 4 Cápsulas Moles,,,
Gsk,7896015526382,,,https://www.drogariaveracruz.com.br/nasoclean-9mgml-1-frasco-com-100ml-de-solucao-de-uso-nasal/p,"NASOCLEAN - 9mg/mL, 1 frasco com 100mL de solução de uso nasal",,,
Janssen,7896212469970,,,https://www.drogariaveracruz.com.br/nizoral-20mgg-creme-dermatologico-30g/p,Nizoral 20mg/g Creme Dermatológico 30g,,,
Cimed,7896523206868,,,https://www.drogariaveracruz.com.br/diad-075mg-2-comprimidos/p,"Diad 0,75mg 2 comprimidos",,,
Bayer,7891106006392,,,https://www.drogariaveracruz.com.br/oceral-10mgg-creme-20g/p,Oceral 10mg/g Creme 20g,,,
Cimed,7898075312554,,,https://www.drogariaveracruz.com.br/neprazol-20mg-28-capsulas/p,"NEPRAZOL - 20mg, 28 cápsulas",,,
Philips,7895858016715,,,https://www.drogariaveracruz.com.br/magnesia-de-phillips-tabs-sabor-hortela-12-comprimidos-mastigaveis/p,Magnesia de Phillips Tabs Sabor Hortelã 12 comprimidos mastigáveis,,,
Astrazeneca,7896206402778,,,https://www.drogariaveracruz.com.br/vannair-6200mcg-por-inalacao-120-doses-8ml/p,Vannair 6/200mcg por inalação 120 doses 8ml,,,
Cimed,7896523206660,,,https://www.drogariaveracruz.com.br/sinvastamed-20mg-one-farma-30-comprimidos-revestidos/p,Sinvastamed 20mg One Farma 30 comprimidos revestidos,,,
Neo Quimica,7896714218700,,,https://www.drogariaveracruz.com.br/napronax-550mg-10-comprimidos-revestidos/p,Napronax 550mg 10 comprimidos revestidos,,,
Hypera,7896094904323,,,https://www.drogariaveracruz.com.br/bisuisan-po-50g/p,Bisuisan Pó 50g,,,
Ems,7894916503266,,,https://www.drogariaveracruz.com.br/leverctin-6mg-2-comprimidos/p,Leverctin 6mg 2 comprimidos,,,
Zambon,7898074616714,,,https://www.drogariaveracruz.com.br/fluimucil-40mgg-16-envelopes-com-5g-de-granulado-de-uso-oral/p,"FLUIMUCIL - 40mg/g, 16 envelopes com 5g de granulado de uso oral",,,
Exeltis,7898956544357,,,https://www.drogariaveracruz.com.br/diva-3mg-003mg-21-comprimidos-revestidos/p,"Diva 3mg + 0,03mg 21 comprimidos revestidos",,,
Novartis,7896261005822,,,https://www.drogariaveracruz.com.br/flotac-70mg-14-capsulas-gelatinosas-duras/p,Flotac 70mg 14 cápsulas gelatinosas duras,,,
Zambon,7898074614147,,,https://www.drogariaveracruz.com.br/fluimare-ht-3-solucao-spray-nasal-50ml/p,Fluimare HT 3% Solução Spray Nasal 50ml,,,
Geolab,7899095200531,,,https://www.drogariaveracruz.com.br/flucanil-150mg-2-capsulas-gelatinosas-duras/p,"FLUCANIL - 150mg, 2 cápsulas gelatinosas duras",,,
Philips,7895858016708,,,https://www.drogariaveracruz.com.br/magnesia-de-phillips-tabs-sabor-morango-12-comprimidos-mastigaveis/p,Magnesia de Phillips Tabs Sabor Morango 12 comprimidos mastigáveis,,,
Divcom Pharma,7891721021046,,,https://www.drogariaveracruz.com.br/floratil-pack-250mg-200mg-6-capsulas/p,Floratil Pack 250mg + 200mg 6 cápsulas,,,
Ems,7894916503259,,,https://www.drogariaveracruz.com.br/leverctin-6mg-4-comprimidos/p,"Leverctin - 6mg, 4 comprimidos",,,
Cifarma,7898495607384,,,https://www.drogariaveracruz.com.br/aliviol-aerossol-120ml/p,Aliviol Aerossol 120ml,,,
Neo Quimica,7896714280110,,,https://www.drogariaveracruz.com.br/digesprid-10mg-20-capsulas/p,"DIGESPRID - 10mg, 20 cápsulas",,,
Natulab,7899470806235,,,https://www.drogariaveracruz.com.br/glicelivy-137g-infantil-6-supositorios/p,"Glicelivy 1,37g Infantil 6 supositórios",,,
Geolab,7899095244092,,,https://www.drogariaveracruz.com.br/ibuvix-600mg-30-comprimidos-revestidos/p,"IBUVIX - 600mg, 30 comprimidos revestidos",,,
Ems,7896004727141,,,https://www.drogariaveracruz.com.br/doricin-10-comprimidos/p,Doricin 10 comprimidos,,,
Hertz,7896331701562,,,https://www.drogariaveracruz.com.br/ginkocaps-80mg-30-capsulas/p,"GINKOCAPS - 80mg, 30 cápsulas",,,
Natulab,7899470806228,,,https://www.drogariaveracruz.com.br/glicelivy-adulto-laxante-6-supositorios/p,Glicelivy Adulto Laxante 6 supositórios,,,
Geolab,7899095244085,,,https://www.drogariaveracruz.com.br/ibuvix-600mg-20-comprimidos-revestidos/p,"IBUVIX - 600mg, 20 comprimidos revestidos",,,
Msd,7898919603183,,,https://www.drogariaveracruz.com.br/lutenil-5mg-10-comprimidos/p,"LUTENIL - 5mg, 10 comprimidos",,,
Pharlab,7898216367344,,,https://www.drogariaveracruz.com.br/pasta-dagua-mentolada-80g/p,Pasta D'Água Mentolada 80g,,,
Não encontrada,Não encontrado,,,https://www.drogariaveracruz.com.br/ibuvix-400mg-10-comprimidos/p,Ibuvix 400mg 10 comprimidos,,,
